timestamp,service,C,I,B,P,R,score,status,attack_type,label
2026-03-29T12:46:33.851335,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:46:47.738034,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:46:49.762799,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:46:58.834938,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:47:06.943957,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:47:19.423456,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:47:25.266134,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:47:34.194557,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:47:42.544350,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:47:51.942183,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:47:58.689288,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:48:07.892919,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:48:16.127711,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:48:25.224208,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:48:32.193482,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:48:41.509316,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:48:49.565763,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:00.864404,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:49:06.277386,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:14.213904,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:21.432170,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:32.932871,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T12:49:43.145241,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:50.056963,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:49:55.942186,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:50:08.044123,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:50:15.075134,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:50:22.118035,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:50:28.744120,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:50:42.252586,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T12:50:48.341766,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:50:56.289158,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:51:02.556549,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:51:14.125417,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,none,0
2026-03-29T12:51:21.243460,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:51:29.307384,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:51:35.527995,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:51:46.230033,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,none,0
2026-03-29T12:51:53.726435,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:02.721049,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:08.239277,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:18.546761,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,none,0
2026-03-29T12:52:26.868789,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:36.316551,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:42.455039,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:52:53.557635,service-orders,1.0,1.0,0.1111,1.0,1.0,0.7778,DEGRADED,none,0
2026-03-29T12:53:00.862868,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:53:11.101074,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:53:16.256467,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:53:29.164281,service-orders,1.0,1.0,0.1111,1.0,1.0,0.7778,DEGRADED,none,0
2026-03-29T12:53:34.750849,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:53:45.030043,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:53:49.630951,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:54:04.346241,service-orders,1.0,1.0,0.1111,1.0,1.0,0.7778,DEGRADED,none,0
2026-03-29T12:54:08.655940,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:54:17.420502,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:54:25.330263,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:54:36.527390,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,none,0
2026-03-29T12:54:43.645305,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:54:53.238850,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:01.118411,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:11.748350,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T12:55:20.745276,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:26.137376,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:36.129989,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:44.234789,service-orders,1.0,1.0,0.5556,1.0,1.0,0.8889,HEALTHY,none,0
2026-03-29T12:55:53.329562,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:55:58.992526,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:56:08.538129,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:56:19.826604,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T12:56:29.259419,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:56:32.813338,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:56:42.829994,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:56:54.828216,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T12:57:03.958812,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:57:08.507289,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:57:16.756685,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:57:30.926599,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T12:57:39.249641,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:57:42.095739,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:57:50.631013,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:58:06.427926,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T12:58:14.979885,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:58:16.211162,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:58:24.546548,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:58:41.727540,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:58:50.657465,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:58:52.444095,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:59:00.164525,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:59:13.841486,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9444,HEALTHY,none,0
2026-03-29T12:59:26.251376,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:59:28.291211,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:59:33.927584,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T12:59:46.036529,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T12:59:58.662518,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:04.314206,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:13.327508,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:21.880753,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T13:00:33.893518,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:38.507717,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:48.037987,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:00:58.745528,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:10.738621,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:12.130292,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:22.377696,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:31.661884,service-orders,1.0,1.0,0.7778,1.0,1.0,0.9445,HEALTHY,none,0
2026-03-29T13:01:47.152319,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:47.815190,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:01:54.459658,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:02:03.932044,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:02:19.164563,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:02:24.993451,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:02:31.555206,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:02:40.823881,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:02:54.033510,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:02:57.816727,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:03:04.354731,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:03:15.625677,service-orders,1.0,1.0,0.5556,1.0,1.0,0.8889,HEALTHY,none,0
2026-03-29T13:03:28.654730,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:03:32.693343,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:03:43.097284,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:03:51.030600,service-orders,1.0,1.0,0.5555,1.0,1.0,0.8889,HEALTHY,none,0
2026-03-29T13:04:01.267745,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:07.243213,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:15.630270,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:25.725527,service-orders,1.0,1.0,0.4445,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T13:04:33.363594,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:39.313293,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:47.728816,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:04:57.635677,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T13:05:05.505474,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:05:12.597322,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:05:23.082470,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:05:32.233590,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T13:05:40.274461,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:05:45.595922,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:05:56.561565,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:06:09.347067,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:06:16.344286,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:06:18.495995,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:06:30.153477,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:06:45.666471,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:07:02.949880,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:03.418293,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:05.094987,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:20.744616,service-orders,1.0,1.0,0.5556,1.0,1.0,0.8889,HEALTHY,none,0
2026-03-29T13:07:35.174638,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:39.623600,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:41.765776,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:07:53.640957,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:08:08.545646,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:08:15.016819,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:08:17.827749,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:08:29.661668,service-orders,1.0,1.0,0.5556,1.0,1.0,0.8889,HEALTHY,none,0
2026-03-29T13:08:40.954028,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:08:47.325247,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:08:55.135954,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:09:04.446202,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:09:13.156940,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:09:19.896548,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:09:27.936720,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:09:39.437490,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,none,0
2026-03-29T13:09:48.841734,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:09:54.428984,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:10:02.842704,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:10:11.531835,service-orders,1.0,1.0,0.1111,1.0,1.0,0.7778,DEGRADED,none,0
2026-03-29T13:10:24.463401,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:10:28.507904,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:10:38.039824,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:10:47.823954,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,none,0
2026-03-29T13:10:56.148305,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:03.094716,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:12.174865,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:27.431543,service-orders,1.0,1.0,0.2222,1.0,1.0,0.8056,DEGRADED,none,0
2026-03-29T13:11:33.699082,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:38.711570,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:48.646132,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:11:59.793903,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,none,0
2026-03-29T13:12:08.595553,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:12:12.235105,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:12:24.251740,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:12:32.224717,service-orders,1.0,1.0,0.3333,1.0,1.0,0.8333,DEGRADED,none,0
2026-03-29T13:12:40.742777,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:12:47.601480,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:12:59.427752,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:13:08.033726,service-orders,1.0,1.0,0.4444,1.0,1.0,0.8611,HEALTHY,none,0
2026-03-29T13:13:16.267272,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:13:22.117418,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:13:31.554071,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:13:42.945662,service-orders,1.0,1.0,0.6667,1.0,1.0,0.9167,HEALTHY,none,0
2026-03-29T13:13:51.958040,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:13:56.406671,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:14:06.463601,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:14:18.137843,service-orders,1.0,1.0,0.8889,1.0,1.0,0.9722,HEALTHY,none,0
2026-03-29T13:14:28.048666,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:14:29.012101,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:14:38.431477,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:14:50.257654,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:02.691364,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:05.192261,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:16.028526,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:25.828951,service-orders,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:35.353001,service-auth,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:40.412258,service-payment,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
2026-03-29T13:15:51.271592,service-notification,1.0,1.0,1.0,1.0,1.0,1.0,HEALTHY,none,0
